id,product-name,console-name,price-in-pennies,include-string,condition-string,sku,notes,cost-basis-in-pennies,quantity,date-entered,date-purchased,grading-company,grading-cert-id,folder
2133261,Aaron Judge #BDPP19,Baseball Cards 2013 Bowman Draft Picks & Prospects,31112,PSA 10,Normal wear,,,0,1,2026-07-25,,PSA,68728356,
